,GlaThiDa_ID,POLITICAL_UNIT,GLACIER_NAME,GLACIER_DB,GLACIER_ID,LAT,LON,SURVEY_DATE,ELEVATION_DATE,AREA,MEAN_SLOPE,MEAN_THICKNESS,MEAN_THICKNESS_UNCERTAINTY,MAXIMUM_THICKNESS,MAX_THICKNESS_UNCERTAINTY,SURVEY_METHOD,SURVEY_METHOD_DETAILS,NUMBER_OF_SURVEY_POINTS,NUMBER_OF_SURVEY_PROFILES,TOTAL_LENGTH_OF_SURVEY_PROFILES,INTERPOLATION_METHOD,INVESTIGATOR,SPONSORING_AGENCY,REFERENCES,DATA_FLAG,REMARKS,RGIId,RGI Centroid Distance
457,2075,SJ,ELFENBEINBREEN,RGI,RGI50-07.00428,78.1851,18.2064,20140406.0,20140406.0,39.96,3.0,85.0,9.0,285.0,7.0,GPRt,"GPR VIRL7 25 MHz. Op.: Vasilenko-Navarro. Error_H = (SQRT(v^2*(Error_t)^2+t^2*(Error_v)^2))/2, t=TWTT. BP filter., normal moveout, ampl. corr., Stolt F-K migr. time-depth conv. v=0.168 m/ns. Point coord. stand-alone GPS; elev. is ellipsoidal height WGS84.",14624.0,,105.0,KRG,Francisco Navarro,"ETSI Telecomunicacion-Universidad Politecnica de Madrid, Av. Complutense, 30, 28040 Madrid (Sponsor: Spanish National Plan of R&D)","Navarro, F.J., Möller, R., Vasilenko, E., Martín-Español, A., Finkelnburg, R., Möller, M. 2015. Ice thickness distribution and hydrothermal structure of Elfenbeinbreen and Sveigbreen, Eastern Spitsbergen, Svalbard. J. Glaciol. 61(229), 1015-1018.",,"3 survey days (given date +-1). Interp. method: anisotropic ordinary kriging with spherical variogram, regular grid of 100 m x 100 m. MEAN_SLOPE = altitude range/glacier length. Mean/max. thickness of interp. thickness over entire grid. Point data have been thinned (mean) within a search distance of 10 m.",RGI60-07.00428,0.0 km
458,2076,SJ,SVEIGBREEN,RGI,RGI40-07.00409,78.1071,17.6978,20140407.0,20140407.0,28.59,3.0,74.0,7.0,212.0,5.0,GPRt,"GPR VIRL7 25 MHz. Op.: Vasilenko-Navarro. Error_H = (SQRT(v^2*(Error_t)^2+t^2*(Error_v)^2))/2, t=TWTT. BP filter., normal moveout, ampl. corr., Stolt F-K migr. time-depth conv. v=0.168 m/ns. Point coord. stand-alone GPS; elev. is ellipsoidal height WGS84",4241.0,,36.0,KRG,Francisco Navarro,"ETSI Telecomunicacion-Universidad Politecnica de Madrid, Av. Complutense, 30, 28040 Madrid (Sponsor: Spanish National Plan of R&D)","Navarro, F.J., Möller, R., Vasilenko, E., Martín-Español, A., Finkelnburg, R., Möller, M. 2015. Ice thickness distribution and hydrothermal structure of Elfenbeinbreen and Sveigbreen, Eastern Spitsbergen, Svalbard. J. Glaciol. 61(229), 1015-1018.",2.0,"Interp. method: anisotropic ordinary kriging, spherical variogram, 100 m grid size. MEAN_SLOPE = altit. range/glacier length. Given area < RGI area because part in Hellefonna not surveyed (Navarro et al., 2015). Mean/max. thick. interp. over entire grid. Point data have been thinned (mean) within a search distance of 10 m.",RGI60-07.00409,0.0 km
459,2080,AQ,STARBUCK,,,-65.614439,-62.418465,20121299.0,20079999.0,258.0,,312.0,30.0,1020.0,,GPRt,"Deep-Look Radio-Echo Sounder (DELORES), 1-4 MHz range (3MHz central frequ.)",1315.0,41.0,90.0,,Daniel FARINOTTI and colleagues,,"Farinotti, D. et al. (2014). Annals of Glaciology, 55(67), pp. 22-28. DOI:10.3189/2014AoG67A025",,Lat/lon from Google Earth. DEM from Cook et al. (2012) (doi: 10.5194/essd-4-129-2012). Point data have been thinned (mean) within a search distance of 10 m.,RGI60-19.01012,77.37087837211492 km
460,2083,CN,URUMQI GLACIER NO.1,,,43.11124,86.810015,20149999.0,20129999.0,1.59,20.0,44.0,,141.0,,GPRt,,1387.0,16.0,,KRG,,,"Wang, P. et al. (2016). Environmental Earth Sciences, 75(8), pp. 1-11. DOI: 10.1007/s12665-016-5551-3",,Lat/lon from Google Earth and located on upper tongue of eastern branch. MEAN_SLOPE calculated from DEM by WGMS.,RGI60-13.45335,0.026690714860803665 km
461,2084,CA,WEST WASHMAWAPTA,,,51.177,-116.33,20060699.0,20060805.0,1.0,16.0,70.0,7.0,185.0,13.0,GPRt,"Icefield Instruments icepenetrating radar with 5 MHz center frequency and 10m antennae 50m apart. Assuming a signal propagation speed of 1.68*10^8 m/s, and migrating individual profiles using the circle-tangent technique.",199.0,21.0,,,,,"Sanders, J. W. et al. (2010). American Journal of Science, 310(8), pp.753-773. DOI: 10.2475/08.2010.03]",,"Near the steeply-sloping marginal walls, where the ice is thin and the topography complex, errors increased to 13 +- 2 m (27 +- 8%). MEAN_SLOPE calculated from DEM by WGMS.",RGI60-02.03411,0.0 km
462,2085,CN,MUZ TAW,RGI,RGI32-10.00353,47.065194,85.563635,20139999.0,20139999.0,3.078,17.0,23.0,,122.0,,GPRt,,675.0,3.0,2.688,OTH,Huilin LI,"Tianshan Glaciological Station, CAS","Huai, B., Z. Li, F. Wang, W. Wang, P. Wang, and K. Li (2015), Glacier volume estimation from ice-thickness data, applied to the Muz Taw glacier, Sawir Mountains, China, Environmental Earth Sciences, 74(3), 1861-1870.",,"INTERPOLATION_METHOD: reconstruct thickness along flowline in area without survey, then interpolate with the method 'natural neighbor' (arctoolbox -- 3D analyst tools -- Raster Interpolation). MEAN_THICKNESS given for the entire glacier. ACCURACY was reported as 1.18%",RGI60-10.00604,1.11499761202438 km
463,2086,CN,SIGONGHE GLACIER NO.4,FOG,838,43.8342,88.3261,20099999.0,20099999.0,2.8,20.0,28.0,,104.0,,GPRt,,624.0,5.0,2.94,OTH,Huilin LI,"Tianshan Glaciological Station, CAS","Li, H., F. Ng, Z. Li, D. Qin, and G. Cheng (2012), An extended “perfect-plasticity” method for estimating ice thickness along the flow line of mountain glaciers, Journal of Geophysical Research, 117(F1), F01020.",,"INTERPOLATION_METHOD: reconstruct thickness along flowline in area without survey, then interpolate with the method 'natural neighbor' (arctoolbox -- 3D analyst tools -- Raster Interpolation). MEAN_THICKNESS given for the entire glacier. ACCURACY was reported as 1.18%",RGI60-13.45233,0.17035717300873837 km
464,2087,CN,URUMQI GLACIER NO. 1,FOG,853,43.11124,86.810015,20060899.0,20069999.0,1.69,20.0,46.0,,140.0,5.0,GPRt,,679.0,18.0,7.618,OTH,Huilin LI,"Tianshan Glaciological Station, CAS","Wang, P., Z. Li, and H. Li (2011), Ice volume changes and their characteristics for representative glacier against the background of climatic warming: A case study of Urumqi Glacier No. 1, Tianshan, China [in Chinese with English abstract], J. Nat. Resour., 26(7), 1189–1198.",,"INTERPOLATION_METHOD: reconstruct thickness along flowline in area without survey, then interpolate with the method 'natural neighbor' (arctoolbox -- 3D analyst tools -- Raster Interpolation). MEAN_THICKNESS given for the entire glacier. ACCURACY was reported as 5 m.",RGI60-13.45335,0.026690714860803665 km
465,2088,CN,URUMQI GLACIER NO. 1 E-BRANCH,FOG,1511,43.11124,86.810015,20060899.0,20069999.0,1.09,18.0,44.0,,140.0,5.0,GPRt,,423.0,9.0,4.485,OTH,Huilin LI,"Tianshan Glaciological Station, CAS","Wang, P., Z. Li, and H. Li (2011), Ice volume changes and their characteristics for representative glacier against the background of climatic warming: A case study of Urumqi Glacier No. 1, Tianshan, China [in Chinese with English abstract], J. Nat. Resour., 26(7), 1189–1198.",,"INTERPOLATION_METHOD: reconstruct thickness along flowline in area without survey, then interpolate with the method 'natural neighbor' (arctoolbox -- 3D analyst tools -- Raster Interpolation). MEAN_THICKNESS given for the entire glacier. ACCURACY was reported as 5 m.",RGI60-13.45335,0.026690714860803665 km
466,2089,CN,URUMQI GLACIER NO. 1 W-BRANCH,FOG,1512,43.118294,86.80358,20060899.0,20069999.0,0.6,23.0,49.0,,120.0,5.0,GPRt,,256.0,9.0,3.133,OTH,Huilin LI,"Tianshan Glaciological Station, CAS","Wang, P., Z. Li, and H. Li (2011), Ice volume changes and their characteristics for representative glacier against the background of climatic warming: A case study of Urumqi Glacier No. 1, Tianshan, China [in Chinese with English abstract], J. Nat. Resour., 26(7), 1189–1198.",,"INTERPOLATION_METHOD: reconstruct thickness along flowline in area without survey, then interpolate with the method 'natural neighbor' (arctoolbox -- 3D analyst tools -- Raster Interpolation). MEAN_THICKNESS given for the entire glacier. ACCURACY was reported as 5 m.",RGI60-13.45334,0.25447022523578966 km
467,2090,KG,NO.356 (SARY TOR),WGI,SU5X14105356,41.825132,78.176022,20130520.0,,2.39,16.0,51.0,,159.0,,GPRt,monopulse ground radar VIRL?6 with central frequency of 20 MHz,11354.0,21.0,7.0,ANU,Ivan LAVRENTIEV and colleagues,,"D.A. Petrakov, I.I. Lavrentiev, N.V. Kovalenko, R.A. Usubaliev (2014). Ice thickness, volume and modern change of the Sary-Tor glacier area (Ak-Shyirak Massif, Inner Tian Shan) // Earth's Cryosphere, vol. XVIII, issue 3, pp. 91–100.",,ASTERGDEMV.2 was used as a DEM. MEAN_THICKNESS value is based on the interpolated entire glacier area POLITICAL_UNIT updated by spatial query with data from gadm.org. Point data have been thinned (mean) within a search distance of 10 m.,RGI60-13.08055,0.4877822492951185 km
468,2092,GL,AQQUTIKITSOQ,,,67.094,-53.213,20140815.0,20150814.0,2.85,12.0,50.0,,174.0,,GPRt,"Mala ProEx, 50 MHz RTA antenna, handheld GPS",3013.0,53.0,,TRI,E. BJERRE and P. STENTOFT,"Arctic Technology Centre at DTU, Denmark","Stentoft, P. and E. Bjerre (2014), BSc Thesis, DTU, Denmark",,"Aqqutikitsoq is the name of a nearby mountain and is used in Stentoft and Bjerre (2014) as well as in Marcer et al. (subm, Arct., Antarc., Alp. Res.) in lack of a glacier name.",RGI60-05.00524,0.5051423217450641 km
469,2096,CN,SHIYI,RGI,RGI60-13.31537,38.214,99.881,20101099.0,20101099.0,0.5368,24.0,16.0,,66.0,,GPRt,"A pulse EKKO PRO 100A enhanced ground penetrating radar (GPR; Sensors & Software Inc., Mississauga, Canada) was used, assuming a constant wave velocity in ice of 0.169 m per ns.",295.0,6.0,1.16,IDW,Huilin LI and colleagues,"Cold and Arid Regions Environmental and Engineering Research Institute, Chinese Academy of Sciences","Li et al., (2012). JGR.",,Glacier AREA is obtained by in-situ survey by GPS in 2010.,RGI60-13.31537,0.0 km
470,2097,CN,HAXILEGEN NO. 51,RGI,RGI60-13.47247,43.731,84.391,20100903.0,20000299.0,1.24651,20.0,15.0,,72.0,,GPRt,"A pulse EKKO PRO 100A enhanced ground penetrating radar (GPR; Sensors & Software Inc., Mississauga, Canada) was used, assuming a constant wave velocity in ice of 0.169 m per ns.",585.0,6.0,2.32,IDW,Huilin LI and colleagues,"Cold and Arid Regions Environmental and Engineering Research Institute, Chinese Academy of Sciences","Li et al., (2013). JGR.",,DEM - SRTM,RGI60-13.47247,0.0 km
471,2098,CN,HEIGOU NO. 8,RGI,RGI60-13.48211,43.784,88.356,20090801.0,20000299.0,6.078,25.0,58.0,,177.0,,GPRt,"A pulse EKKO PRO 100A enhanced ground penetrating radar (GPR; Sensors & Software Inc., Mississauga, Canada) was used, assuming a constant wave velocity in ice of 0.169 m per ns.",907.0,5.0,4.31,IDW,Huilin LI and colleagues,"Cold and Arid Regions Environmental and Engineering Research Institute, Chinese Academy of Sciences",,2.0,,RGI60-13.48211,0.0 km
472,2099,CN,SHENQI PEAK,RGI,RGI60-13.43165,41.78,79.894,20080899.0,20080899.0,1.55417,10.0,29.0,,148.0,,GPRt,"A pulse EKKO PRO 100A enhanced ground penetrating radar (GPR; Sensors & Software Inc., Mississauga, Canada) was used, assuming a constant wave velocity in ice of 0.169 m per ns.",824.0,9.0,4.77,KRG,Huilin LI and colleagues,"Cold and Arid Regions Environmental and Engineering Research Institute, Chinese Academy of Sciences","Wang et al., (2017). GPC",2.0,The value of AREA and MEAN_SLOPE is only for the tongue with thickness observation. The glacier is also named 'Qingbingtan Glacier No. 72'.,RGI60-13.43165,0.0 km
473,2100,CN,QIYI,RGI,RGI60-13.32330,39.237,97.755,19809999.0,19759999.0,2.96629,21.0,41.0,,121.0,,GPRt,"A self-made ground penetrating radar was used, operating at frequency of 300 MHZ.",106.0,11.0,4.05,KRG,Huilin LI and colleagues,"Cold and Arid Regions Environmental and Engineering Research Institute, Chinese Academy of Sciences","Li et al., (2012). JGR.",,,RGI60-13.32330,0.0 km
474,2101,GL,QAANAAQ ICE CAP,GLIMS,G290838E77522N,77.5223,-69.1616,20120726.0,,,,114.0,,154.0,,GPRt,"The ice radar consists of a transmitter, receiver and 20m long dipole antennas. The central wave frequency was 5 MHz. Vertical resolution expected for ice thickness measurements with this frequency is 8.4 m. The radar system was manufactured by The Ohio State University in 2012.",41.0,,,,S. Sugiyama and colleagues,"GRENE, ArCS, MEXT, JSPS","Sugiyama et al., (2014). Initial field observations on Qaanaaq ice cap, northwestern Greenland. Annals of Glaciology. DOI: 10.3189/2014AoG66A102",,Dual frequency kinematic GPS survey was perfomed at the survey sites.,RGI60-05.08005,0.0 km
475,2102,GL,QASIGIANNGUIT,,,64.16,-51.35,20140520.0,,0.7034,,22.0,5.0,68.0,5.0,GPRt,Malå RAMAC GPR and 100 MHz antenna,6485.0,17.0,,TRI,Jakob Abermann and colleagues,"Greenland Ecosystem Monitoring www.g-e-m.dk; Asiaq, Greenland Survey","Abermann, J., D van As, D Petersen, M Nauta, S Wacker. A new glacier monitoring site in West Greenland. Poster presentation at the 2014 Fall Meeting, AGU, 15-19 Dec 2014. San Francisco, USA.",,,RGI60-05.07217,0.5263275023084801 km
476,2104,NO,AALFOTBREEN,OTH,ÅLB,61.75,5.67,20160412.0,20100902.0,10.6,9.0,65.0,,241.0,,GPRt,NVE radar for deeper parts (8-10MHz) & Malå RAMAC/GPR proEx system for shallower parts (25 MHz),38490.0,,,OTH,K. Melvold and colleagues,"Norwegian Water Resources and Energy Directorate (NVE), Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Melvold, K. 14.3. Mapping ice thickness on Ålfotbreen, p 82-91 in B. Kjøllmoen (Ed.), L. M. Andreassen, H. Elvehøy, M. Jackson and K. Melvold, 2017: Glaciological investigations in Norway in 2016. NVE Report 76 2017, 95 pages.",,"GLACIER_ID references the Norwegian Water Resources and Energy Directorate (NVE) atlas. Aalfotbreen is the entire glacier complex, which includes the two mass balance glaciers Aalfotbreen and Hansebreen and a few other southern units, here called Aalfotbreen South. These are included as three separate surveys (the three following GlaThiDa_ID). The dataset is thinned. Interpolation from point to summary values included both Inverse Distance Weighting (IDW) and Triangulation (TRI).",RGI60-08.02650,0.4581172763265321 km
477,2105,NO,AALFOTBREEN,FOG,317,61.75,5.64,20160412.0,20100902.0,4.0,10.0,57.0,,158.0,,GPRt,NVE radar for deeper parts (8-10MHz) & Malå RAMAC/GPR proEx system for shallower parts (25 MHz),641.0,,,OTH,K. Melvold and colleagues,"Norwegian Water Resources and Energy Directorate (NVE), Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Melvold, K. 14.3. Mapping ice thickness on Ålfotbreen, p 82-91 in B. Kjøllmoen (Ed.), L. M. Andreassen, H. Elvehøy, M. Jackson and K. Melvold, 2017: Glaciological investigations in Norway in 2016. NVE Report 76 2017, 95 pages.",,Interpolation from point to summary values included both Inverse Distance Weighting (IDW) and Triangulation (TRI).,RGI60-08.02666,0.3955102750537402 km
478,2106,NO,HANSEBREEN,FOG,322,61.75,5.67,20160412.0,20100902.0,2.6,9.0,85.0,,241.0,,GPRt,NVE radar for deeper parts (8-10MHz) & Malå RAMAC/GPR proEx system for shallower parts (25 MHz),446.0,,,OTH,K. Melvold and colleagues,"Norwegian Water Resources and Energy Directorate (NVE), Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Melvold, K. 14.3. Mapping ice thickness on Ålfotbreen, p 82-91 in B. Kjøllmoen (Ed.), L. M. Andreassen, H. Elvehøy, M. Jackson and K. Melvold, 2017: Glaciological investigations in Norway in 2016. NVE Report 76 2017, 95 pages.",,Interpolation from point to summary values included both Inverse Distance Weighting (IDW) and Triangulation (TRI).,RGI60-08.02650,0.4581172763265321 km
479,2107,NO,AALFOTBREEN SOUTH,OTH,2096,61.73,5.66,20160412.0,20100902.0,3.28,9.0,68.0,,163.0,,GPRt,NVE radar for deeper parts (8-10MHz) & Malå RAMAC/GPR proEx system for shallower parts (25 MHz),426.0,,,OTH,K. Melvold and colleagues,"Norwegian Water Resources and Energy Directorate (NVE), Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Melvold, K. 14.3. Mapping ice thickness on Ålfotbreen, p 82-91 in B. Kjøllmoen (Ed.), L. M. Andreassen, H. Elvehøy, M. Jackson and K. Melvold, 2017: Glaciological investigations in Norway in 2016. NVE Report 76 2017, 95 pages.",,GLACIER_ID references the Norwegian Water Resources and Energy Directorate (NVE) atlas. Interpolation from point to summary values included both Inverse Distance Weighting (IDW) and Triangulation (TRI).,RGI60-08.02693,0.33847643994289245 km
480,2109,SJ,AUSTRE DAHLFONNA,GLIMS,G014140E77907N,77.9072,14.1244,20100415.0,20130817.0,2.84,,81.0,,191.0,,GPRt,monopulse ground radar VIRL‑6 with central frequency of 20 MHz,3512.0,12.0,7.6,ANU,I.Lavrentiev and colleagues,"Institute of Geography, Russian Academy of Sciences, Staromonetny Pereulok 29, Moscow 119017, Russia, SvalGlac ESF Project","1) Martín‑Español A., Vasilenko E.V., Navarro F.J., Otero J., Lapazaran J.J., Lavrentiev I.I., Macheret Y.Y., Machío F. Radio‑echo sounding and ice volume estimates of western Nordenskiöld Land glaciers, Svalbard. Annals of Glaciology. 2013. V. 54. № 64. P. 168–178.I.I. 2) Lavrentiev, A.F. Glazovsky, Y.Ya. Macheret, A.Ya. Muraviev. Reserves of ice in glaciers on the Nordenskiöld Land, Spitsbergen, and their changes over the last decades. Ice and Snow (In press) (In Russian)",,ArcticDEM was used as a DEM. MEAN_THICKNESS value is based on the interpolated entire glacier area,RGI60-07.01037,0.0 km
481,2110,SJ,BAALSRUDBREEN,GLIMS,G014601E77917N,77.9152,14.601,20130420.0,,2.61,,34.0,,108.0,,GPRt,monopulse ground radar VIRL‑6 with central frequency of 20 MHz,2731.0,20.0,22.5,ANU,I.Lavrentiev and colleagues,"Institute of Geography, Russian Academy of Sciences, Staromonetny Pereulok 29, Moscow 119017, Russia","I.I. Lavrentiev, A.F. Glazovsky, Y.Ya. Macheret, A.Ya. Muraviev. Reserves of ice in glaciers on the Nordenskiöld Land, Spitsbergen, and their changes over the last decades. Ice and Snow (In press) (In Russian)",,ASTERGDEMV.2 was used as a DEM. MEAN_THICKNESS value is based on the interpolated entire glacier area,RGI60-07.01090,0.0 km
482,2111,SJ,BLEKUMBREEN,GLIMS,G016068E78246N,78.24548,16.06438,20130427.0,,2.1,13.0,32.0,,106.0,,GPRt,monopulse ground radar VIRL‑6 with central frequency of 20 MHz,4484.0,26.0,22.5,ANU,I.Lavrentiev and colleagues,"Institute of Geography, Russian Academy of Sciences, Staromonetny Pereulok 29, Moscow 119017, Russia; SvalGlac ESF Project","I.I. Lavrentiev, A.F. Glazovsky, Y.Ya. Macheret, A.Ya. Muraviev. Reserves of ice in glaciers on the Nordenskiöld Land, Spitsbergen, and their changes over the last decades. Ice and Snow (In press) (In Russian)",2.0,ASTERGDEMV.2 was used as a DEM. MEAN_THICKNESS value is based on the interpolated entire glacier area,RGI60-07.01116,0.13244076991545206 km
483,2112,SJ,ERDMANNBREEN,GLIMS,G014123E77878N,77.8756,14.1004,20120420.0,20130817.0,8.14,,91.0,,190.0,,GPRt,monopulse ground radar VIRL‑6 with central frequency of 20 MHz,4139.0,21.0,31.2,ANU,I.Lavrentiev and colleagues,"Institute of Geography, Russian Academy of Sciences, Staromonetny Pereulok 29, Moscow 119017, Russia","1) Martín‑Español A., Vasilenko E.V., Navarro F.J., Otero J., Lapazaran J.J., Lavrentiev I.I., Macheret Y.Y., Machío F. Radio‑echo sounding and ice volume estimates of western Nordenskiöld Land glaciers, Svalbard. Annals of Glaciology. 2013. V. 54. № 64. P. 168–178.I.I. 2) Lavrentiev, A.F. Glazovsky, Y.Ya. Macheret, A.Ya. Muraviev. Reserves of ice in glaciers on the Nordenskiöld Land, Spitsbergen, and their changes over the last decades. Ice and Snow (In press) (In Russian)",,ArcticDEM was used as a DEM. MEAN_THICKNESS value is based on the interpolated entire glacier area,RGI60-07.01081,0.0 km
484,2113,SJ,FRIDTJOVBREEN,GLIMS,G014442E77835N,77.8358,14.4077,20120420.0,20130817.0,47.3,,106.0,,266.0,,GPRt,monopulse ground radars VIRL‑6 and VIRL-7 with central frequency of 20 MHz,23874.0,60.0,180.0,ANU,I.Lavrentiev and colleagues,"Institute of Geography, Russian Academy of Sciences, Staromonetny Pereulok 29, Moscow 119017, Russia","1) Martín‑Español A., Vasilenko E.V., Navarro F.J., Otero J., Lapazaran J.J., Lavrentiev I.I., Macheret Y.Y., Machío F. Radio‑echo sounding and ice volume estimates of western Nordenskiöld Land glaciers, Svalbard. Annals of Glaciology. 2013. V. 54. № 64. P. 168–178.I.I. 2) Lavrentiev, A.F. Glazovsky, Y.Ya. Macheret, A.Ya. Muraviev. Reserves of ice in glaciers on the Nordenskiöld Land, Spitsbergen, and their changes over the last decades. Ice and Snow (In press) (In Russian)",,ArcticDEM was used as a DEM. MEAN_THICKNESS value is based on the interpolated entire glacier area,RGI60-07.01100,0.0 km
485,2114,SJ,GLEDITSCHFONNA,GLIMS,G014692E77911N,77.9111,14.6871,20110427.0,20130817.0,2.26,,26.0,,64.0,,GPRt,monopulse ground radar VIRL‑6 with central frequency of 20 MHz,1784.0,13.0,16.9,ANU,I.Lavrentiev and colleagues,"Institute of Geography, Russian Academy of Sciences, Staromonetny Pereulok 29, Moscow 119017, Russia","1) Martín‑Español A., Vasilenko E.V., Navarro F.J., Otero J., Lapazaran J.J., Lavrentiev I.I., Macheret Y.Y., Machío F. Radio‑echo sounding and ice volume estimates of western Nordenskiöld Land glaciers, Svalbard. Annals of Glaciology. 2013. V. 54. № 64. P. 168–178.I.I. 2) Lavrentiev, A.F. Glazovsky, Y.Ya. Macheret, A.Ya. Muraviev. Reserves of ice in glaciers on the Nordenskiöld Land, Spitsbergen, and their changes over the last decades. Ice and Snow (In press) (In Russian)",,AsterGDEM2 was used as a DEM. MEAN_THICKNESS value is based on the interpolated entire glacier area,RGI60-07.01086,0.0 km
